x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
10.15,10.09,14.735,16.345,1,4,3,4,4,1,4,3,4,3,0.763196
17.265,19.82,12.4,17.57,1,4,1,4,3,3,4,1,3,3,0.609888
15.715,13.79,11.995,19.57,1,4,3,4,4,4,4,3,4,3,0.58609
16.279999,11.595,19.71,10.755,1,4,3,3,1,4,1,4,4,1,0.690191
14.695,17.494999,10.195,14.385,1,4,1,4,1,4,4,4,3,2,0.540261
19.67,17.075,17.615,12.525,1,4,3,3,4,3,4,1,3,1,0.456958
19.58,19.105,10.78,18.385,1,4,1,4,4,4,4,4,4,3,0.417884
17.67,15.665,17.67,15.415,1,3,1,1,4,4,1,4,3,2,0.496472
17.119999,14.299999,13.13,16.3,1,3,1,4,4,4,4,4,3,3,0.490456
12.15,19.31,17.515,13.34,1,3,3,3,3,4,3,4,4,2,0.422101
11.78,15.29,16.39,15.255,1,3,3,4,4,4,4,1,4,1,0.532677
11.625,16.369999,10.29,15.514999,1,4,1,4,3,3,4,1,4,3,0.758367
12.835,10.975,12.35,15.405,1,3,3,4,4,4,1,4,3,3,0.713171
18.52,12.03,10.02,17.535,1,4,3,1,1,4,4,4,4,3,0.492514
12.46,14.27,10.265,10.205,1,3,1,4,3,4,3,4,3,1,0.76103
11.425,14.695,12.375,13.145,1,3,1,1,1,4,4,3,4,1,0.57678
18.744999,12.465,18.564999,17.8,1,4,3,4,4,4,4,1,4,3,0.451725
13.58,10.865,17.215,12.32,1,3,1,4,1,4,4,3,3,3,0.635905
10.52,17.71,16.605,16.795,1,3,1,4,4,4,3,3,1,1,0.527897
11.845,12.605,17.695,12.865,1,4,3,3,3,4,4,4,4,1,0.618747
12.675,14.205,19.02,10.9,1,3,1,4,1,1,3,1,4,1,0.62936
14.005,11.72,13.985,11.985,1,1,3,3,3,1,3,3,1,3,0.572563
19.025,12.08,10.235,19.654999,1,3,3,3,3,3,4,1,1,2,0.747965
14.889999,16.59,10.095,14.34,1,3,3,4,3,4,4,3,3,2,0.576538
12.82,19.025,18.445,15.719999,1,3,3,4,4,4,4,3,1,3,0.437461
19.56,14.82,17.235,12.47,1,4,1,1,3,4,4,1,4,3,0.519284
13.245,16.535,12.33,14.375,1,4,3,4,3,4,4,4,4,3,0.570019
13.48,10.28,15.665,18.130001,1,4,3,4,3,4,4,4,1,2,0.716702
16.71,15.764999,13.139999,15.184999,1,1,1,3,3,3,4,4,1,2,0.573377
17.915,11.625,18.41,15.43,1,4,3,3,4,4,3,4,4,3,0.645839
17.51,15.78,15.865,15.889999,1,3,3,4,3,4,1,1,3,1,0.504781
11.76,10.615,10.99,13.625,1,4,3,4,4,3,3,4,1,1,0.726799
16.275,19.49,18.035,14.434999,1,3,3,4,3,3,4,4,3,2,0.436029
16.255,13.415,10.54,13.855,1,4,3,3,4,3,1,1,3,2,0.725868
17.89,17.255,12.8,10.14,1,3,3,3,3,3,1,4,4,2,0.603381
11.775,16.205,18.945,19.915,1,1,3,4,1,3,4,3,4,3,0.446986
15.605,10.29,17.685,11.79,1,1,1,4,4,1,1,4,3,1,0.516103
19.435,10.04,17.145,18.295,1,4,3,4,3,4,3,3,3,3,0.439899
14.28,12.96,16.575,14.32,1,3,3,1,3,4,3,4,1,3,0.549957
11.505,16.225,16.67,12.45,1,4,3,4,4,3,4,4,4,3,0.495858
19.835,12.955,14.045,11.605,1,4,3,1,4,1,3,4,3,1,0.428603
12.934999,16.695,11.98,14.344999,1,4,3,4,4,1,4,4,3,1,0.623513
15.71,14.295,11.49,17.335,1,4,1,4,3,3,4,3,4,3,0.662566
18.445,11.07,16.97,18.970001,1,3,3,4,4,4,4,4,4,1,0.67373
19.64,11.42,19.095001,12.309999,1,4,1,3,4,3,4,4,3,3,0.424651
15.61,19.68,11.809999,13.085,1,3,3,3,4,4,4,3,3,1,0.44996
13.425,13.15,18.904999,14.74,1,3,3,4,4,1,3,4,4,2,0.561467
15.9,18.43,19.395,12.405,1,4,1,4,1,4,4,4,3,1,0.448647
13.65,14.51,11.41,12.785,1,3,1,4,4,3,3,3,3,1,0.682864
19.605,10.185,19.005001,17.79,1,3,3,3,4,3,4,4,4,3,0.422089
11.395,16.29,17.66,16.695,1,4,3,4,3,4,4,1,3,3,0.502614
18.54,19.189999,17.295,11.32,1,4,1,3,4,3,3,3,3,3,0.458835
17.59,14.24,13.55,18.05,1,1,3,4,4,4,4,4,4,1,0.462254
19.675,17.935,16.494999,18.965,1,3,1,4,1,1,4,3,4,3,0.40917
12.665,13.87,19.33,15.805,1,1,3,3,3,3,4,3,4,3,0.433577
13.87,15.875,18.09,14.86,1,4,1,3,3,3,3,4,4,1,0.468704
18.24,16.13,11.295,15.190001,1,3,1,3,4,3,4,4,1,2,0.650442
17.835,15.82,15.38,16.565,1,4,3,3,3,1,3,1,1,1,0.459266
15.415,15.885,16.525,19.77,1,4,3,4,4,4,4,4,3,1,0.503689
15.04,14.745,16.68,15.045,1,3,1,1,4,4,4,4,4,1,0.541368
12.575,13.955,16,10.225,1,4,1,4,4,4,1,1,3,2,0.574436
17.685,10.045,18.14,10.265,1,3,3,4,4,4,4,3,1,2,0.718453
18.41,13.695,10.945,18.005001,1,4,1,3,1,3,4,4,4,3,0.675779
14.625,12.75,18.54,12.95,1,4,3,4,4,4,4,3,4,2,0.58897
15.78,13.11,15.754999,11.665,1,1,3,4,4,4,3,3,1,3,0.59189
13.16,10.375,17.055,10.46,1,1,3,4,4,4,4,3,3,1,0.721327
19.14,19.535,18.265,14.63,1,4,3,1,4,4,4,3,3,1,0.527907
12.525,17.07,10.95,19.39,1,4,3,3,4,3,1,3,3,3,0.719422
18.945,15.645,12.48,15.52,1,4,3,4,1,3,4,4,1,1,0.623988
13.15,12.95,19.145,14.62,1,4,3,4,4,3,4,4,3,3,0.436963
19.814999,15.594999,11.215,17.71,1,4,3,3,4,3,4,4,4,2,0.677269
13.475,13.525,10.845,19.385,1,3,1,4,1,4,1,4,3,3,0.452918
14.41,18.75,16.725,12.695,1,4,3,4,1,4,3,4,4,3,0.605401
12.34,17.57,11.05,17.66,1,3,3,4,4,4,1,3,3,3,0.503829
13.19,19.130001,14.75,11.26,1,4,3,4,4,4,1,3,4,3,0.684704
11.94,13.425,12.955,15.725,1,3,3,4,4,4,1,1,3,1,0.53622
12.885,12.365,17.19,19.4,1,4,3,3,1,1,1,4,3,2,0.586395
15.184999,18.2,18.335,19.175,1,3,1,1,3,4,3,1,3,2,0.425477
12.684999,15.725,18.705,16.93,1,4,3,4,4,4,3,4,1,2,0.493571
14.955,18.935,18.45,18.474998,1,4,1,3,4,3,3,3,3,3,0.451937
14.315001,12.395,10.165,18.695,1,4,3,3,4,4,1,4,3,2,0.46888
12.095,10.025,19.23,10.945,1,3,1,3,4,1,1,1,4,2,0.643459
13.18,18.92,10.25,16.98,1,4,1,4,4,1,3,1,1,2,0.589273
10.55,19.46,16.59,11.39,1,1,3,4,4,4,4,4,4,2,0.431529
17.01,14.655,11.845,13.255,1,4,3,4,3,4,4,1,4,1,0.603153
13.495,15.545,18.970001,19.72,1,4,3,4,4,1,3,4,3,1,0.572046
13.095,12.995,19.525,14.275,1,4,1,4,1,3,4,1,4,1,0.452152
19.335,17.105,18.635,19.91,1,4,3,1,3,4,3,3,4,1,0.461135
11.77,12.325,11.15,14.27,1,1,3,4,4,3,4,4,3,1,0.715482
11.115,19.279999,15.719999,18.58,1,4,3,4,3,4,3,4,3,2,0.429981
10.925,14.344999,17.29,16.125,1,1,1,3,4,4,4,4,4,3,0.542973
14.764999,19.8,14.835,14.184999,1,1,3,3,1,4,3,4,1,2,0.547639
11.705,16.17,18.675,18.33,1,3,1,4,3,3,4,4,3,1,0.474806
16.06,10.02,14.585,16.119999,1,3,3,3,4,4,4,1,4,3,0.506037
10.395,14.505,14.934999,19.595,1,3,3,3,3,4,1,1,3,1,0.566863
